Title,Tier,Difficulty,OS,Category,URL,Scenario
Cohort,🟢 FREE,Easy,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Cohort,當期線上常規主機攻堅演練 (20 pts) ｜ 發布日期: 2026-08-01
DarkZeroReturns,🟢 FREE,Hard,Windows,Active Machine (Full Pentest),https://app.hackthebox.com/machines/DarkZeroReturns,當期線上常規主機攻堅演練 (40 pts) ｜ 發布日期: 2026-07-25
Bedside,🟢 FREE,Medium,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Bedside,當期線上常規主機攻堅演練 (30 pts) ｜ 發布日期: 2026-07-18
Paperwork,🟢 FREE,Easy,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Paperwork,當期線上常規主機攻堅演練 (20 pts) ｜ 發布日期: 2026-07-11
MakeSense,🟢 FREE,Medium,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/MakeSense,當期線上常規主機攻堅演練 (30 pts) ｜ 發布日期: 2026-07-04
Enigma,🟢 FREE,Easy,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Enigma,當期線上常規主機攻堅演練 (20 pts) ｜ 發布日期: 2026-06-27
Nimbus,🟢 FREE,Hard,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Nimbus,當期線上常規主機攻堅演練 (40 pts) ｜ 發布日期: 2026-06-20
Checkpoint,🟢 FREE,Medium,Windows,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Checkpoint,當期線上常規主機攻堅演練 (30 pts) ｜ 發布日期: 2026-06-13
Connected,🟢 FREE,Easy,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Connected,當期線上常規主機攻堅演練 (20 pts) ｜ 發布日期: 2026-06-06
DevHub,🟢 FREE,Medium,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/DevHub,當期線上常規主機攻堅演練 (30 pts) ｜ 發布日期: 2026-05-30
Reactor,🟢 FREE,Easy,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Reactor,當期線上常規主機攻堅演練 (20 pts) ｜ 發布日期: 2026-05-23
SmartHire,🟢 FREE,Medium,Linux,Active Machine (Full Pentest),https://app.hackthebox.com/machines/SmartHire,當期線上常規主機攻堅演練 (30 pts) ｜ 發布日期: 2026-05-16
PingPong,🟢 FREE,Insane,Windows,Active Machine (Full Pentest),https://app.hackthebox.com/machines/PingPong,當期線上常規主機攻堅演練 (50 pts) ｜ 發布日期: 2026-04-25
Garfield,🟢 FREE,Hard,Windows,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Garfield,當期線上常規主機攻堅演練 (40 pts) ｜ 發布日期: 2026-04-04
Eloquia,🟢 FREE,Insane,Windows,Active Machine (Full Pentest),https://app.hackthebox.com/machines/Eloquia,當期線上常規主機攻堅演練 (50 pts) ｜ 發布日期: 2025-12-13
Brutus,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Brutus,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Baggage,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Baggage,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PhantomRing,🟢 FREE,Very easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/PhantomRing,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Phishing_Email,🟢 FREE,Very easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Phishing_Email,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
FortySeven-1,🔴 VIP,Very easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/FortySeven-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Vantage,🔴 VIP,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Vantage,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Telly,🔴 VIP,Very easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Telly,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
MangoBleed,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/MangoBleed,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Dream Job-2,🔴 VIP,Very easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/Dream Job-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
RomCom,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/RomCom,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PhishNet,🔴 VIP,Very easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/PhishNet,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SalineBreeze-1,🔴 VIP,Very easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/SalineBreeze-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Operation Blackout 2025: Phantom Check,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Operation Blackout 2025: Phantom Check,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Operation Blackout 2025: Smoke & Mirrors,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Operation Blackout 2025: Smoke & Mirrors,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ElectricBreeze-1,🔴 VIP,Very easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/ElectricBreeze-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Origins,🔴 VIP,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Origins,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Dream Job-1,🟢 FREE,Very easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/Dream Job-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SmartyPants,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/SmartyPants,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
UFO-1,🟢 FREE,Very easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/UFO-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CrownJewel-2,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CrownJewel-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CrownJewel-1,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CrownJewel-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Reaper,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Reaper,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Noxious,🟢 FREE,Very easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Noxious,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Campfire-2,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Campfire-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Campfire-1,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Campfire-1,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Unit42,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Unit42,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
BFT,🟢 FREE,Very easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/BFT,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Stagecomp,🟢 FREE,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Stagecomp,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PhantomValidation,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/PhantomValidation,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Phantom,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Phantom,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
TaskForce,🟢 FREE,Easy,Multi/Forensics,Sherlock (Threat Hunting),https://app.hackthebox.com/sherlocks/TaskForce,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Upstyle_Backdoor,🟢 FREE,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Upstyle_Backdoor,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
VoIP,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/VoIP,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Samba_Spy,🟢 FREE,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Samba_Spy,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Malicious_Doc,🟢 FREE,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Malicious_Doc,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Port_Scan_Activity,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Port_Scan_Activity,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PHP-CGI_(CVE-2024-4577),🟢 FREE,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/PHP-CGI_(CVE-2024-4577),藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Obfuscated_HTA,🟢 FREE,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Obfuscated_HTA,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Malicious_VBA,🟢 FREE,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Malicious_VBA,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Kernel_Exploit,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Kernel_Exploit,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Investigate_Web_Attack,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Investigate_Web_Attack,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
IcedID_Malware_Family,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/IcedID_Malware_Family,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Http_Basic_Auth,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Http_Basic_Auth,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
KitsuneHook,🟢 FREE,Easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/KitsuneHook,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CAMouflage,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/CAMouflage,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Fruitzy,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Fruitzy,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ShadowBait,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/ShadowBait,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
CrashDump,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/CrashDump,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
LuckyShot,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/LuckyShot,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AoTR 4: A Drone in the Snow,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/AoTR 4: A Drone in the Snow,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AoTR 1: A Call from the Museum,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/AoTR 1: A Call from the Museum,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
AoTR 2: Operation Winter Blackout,🟢 FREE,Easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/AoTR 2: Operation Winter Blackout,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
GhostTrace,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/GhostTrace,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Holmes 2025 3: The Enduring Echo,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Holmes 2025 3: The Enduring Echo,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Holmes 2025 1: The Card,🔴 VIP,Easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/Holmes 2025 1: The Card,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SecretPictures,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/SecretPictures,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Packet Puzzle,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Packet Puzzle,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Whisper,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Whisper,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SalineBreeze-2,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/SalineBreeze-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
WhyFind,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/WhyFind,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Interceptor,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Interceptor,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Cuidado,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Cuidado,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
PercyPay,🔴 VIP,Easy,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/PercyPay,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ElectricBreeze-2,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/ElectricBreeze-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Zenith,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Zenith,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Operation Blackout 2025: Ghost Thread,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Operation Blackout 2025: Ghost Thread,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Payload,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Payload,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Trojan,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Trojan,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
DroidPhish,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/DroidPhish,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
TeamWork,🔴 VIP,Easy,Multi/Forensics,Sherlock (Threat Intelligence),https://app.hackthebox.com/sherlocks/TeamWork,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
NeuroSync-D,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/NeuroSync-D,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
TrainingDay,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/TrainingDay,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Kuber,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Kuber,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Loggy,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Loggy,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Psittaciformes,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Psittaciformes,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace24-4: Neural Noel,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace24-4: Neural Noel,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace24-2: Cookie Consumption,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace24-2: Cookie Consumption,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Compromised,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Compromised,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Takedown,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/Takedown,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpSalwarKameez24-5: Bling-Bling,🔴 VIP,Easy,Multi/Forensics,Sherlock (SOC),https://app.hackthebox.com/sherlocks/OpSalwarKameez24-5: Bling-Bling,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpSalwarKameez24-1: Super-Star,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/OpSalwarKameez24-1: Super-Star,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Pikaptcha,🟢 FREE,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Pikaptcha,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Heartbreaker-Denouement,🔴 VIP,Easy,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/Heartbreaker-Denouement,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Heartbreaker-Continuum,🔴 VIP,Easy,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Heartbreaker-Continuum,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Fragility,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Fragility,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Ultimatum,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Ultimatum,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Jingle Bell,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Jingle Bell,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Recollection,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Recollection,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Noted,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Noted,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Nubilum2,🔴 VIP,Easy,Multi/Forensics,Sherlock (Cloud),https://app.hackthebox.com/sherlocks/Nubilum2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace-4,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace-4,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace-2,🔴 VIP,Easy,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace-2,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
