date,title,full_title,url,relative_url
2018-06-30,Traffic analysis exercise - Sorting through the alerts,Traffic analysis exercise - Sorting through the alerts,https://www.malware-traffic-analysis.net/2018/06/30/index.html,2018/06/30/index.html
2018-05-11,Traffic analysis exercise - Night Dew,Traffic analysis exercise - Night Dew,https://www.malware-traffic-analysis.net/2018/05/11/index.html,2018/05/11/index.html
2018-04-11,Traffic analysis exercise - Dynaccountic,Traffic analysis exercise - Dynaccountic,https://www.malware-traffic-analysis.net/2018/04/11/index.html,2018/04/11/index.html
2018-03-10,Traffic analysis exercise - Max Headroom,Traffic analysis exercise - Max Headroom,https://www.malware-traffic-analysis.net/2018/03/10/index.html,2018/03/10/index.html
2018-02-13,Traffic analysis exercise - Office work,Traffic analysis exercise - Office work,https://www.malware-traffic-analysis.net/2018/02/13/index.html,2018/02/13/index.html
2017-12-23,Traffic analysis exercise - Carlforce!,Traffic analysis exercise - Carlforce!,https://www.malware-traffic-analysis.net/2017/12/23/index.html,2017/12/23/index.html
2017-12-15,"Traffic analysis exercise - Two pcaps, two emails, two mysteries!","Traffic analysis exercise - Two pcaps, two emails, two mysteries!",https://www.malware-traffic-analysis.net/2017/12/15/index.html,2017/12/15/index.html
2017-11-21,Traffic analysis exercise - Juggling act: Find out what happened in 6 different pcaps,Traffic analysis exercise - Juggling act: Find out what happened in 6 different pcaps,https://www.malware-traffic-analysis.net/2017/11/21/index.html,2017/11/21/index.html
2017-10-21,Traffic analysis exercise - Doc Brown and Marty McFly: Back to the Present,Traffic analysis exercise - Doc Brown and Marty McFly: Back to the Present,https://www.malware-traffic-analysis.net/2017/10/21/index.html,2017/10/21/index.html
2017-09-19,Traffic analysis exercise - Mission possible,Traffic analysis exercise - Mission possible,https://www.malware-traffic-analysis.net/2017/09/19/index.html,2017/09/19/index.html
2017-08-24,Traffic analysis exercise - Mix and Match,Traffic analysis exercise - Mix and Match,https://www.malware-traffic-analysis.net/2017/08/24/index.html,2017/08/24/index.html
2017-07-22,Traffic analysis exercise - Where dreams are made,Traffic analysis exercise - Where dreams are made,https://www.malware-traffic-analysis.net/2017/07/22/index.html,2017/07/22/index.html
2017-06-28,Traffic analysis exercise - Infection at the Japan field office,Traffic analysis exercise - Infection at the Japan field office,https://www.malware-traffic-analysis.net/2017/06/28/index.html,2017/06/28/index.html
2017-05-18,Traffic analysis exercise - Fancy that,Traffic analysis exercise - Fancy that,https://www.malware-traffic-analysis.net/2017/05/18/index.html,2017/05/18/index.html
2017-04-21,Traffic analysis exercise - Double Trouble,Traffic analysis exercise - Double Trouble,https://www.malware-traffic-analysis.net/2017/04/21/index.html,2017/04/21/index.html
2017-03-25,Traffic analysis exercise - Coworker suffers March madness,Traffic analysis exercise - Coworker suffers March madness,https://www.malware-traffic-analysis.net/2017/03/25/index.html,2017/03/25/index.html
2017-02-11,Traffic analysis exercise - A very special one,Traffic analysis exercise - A very special one,https://www.malware-traffic-analysis.net/2017/02/11/index.html,2017/02/11/index.html
2017-01-28,"Traffic analysis exercise - Thanks, Brian.","Traffic analysis exercise - Thanks, Brian.",https://www.malware-traffic-analysis.net/2017/01/28/index.html,2017/01/28/index.html
2016-12-17,Traffic analysis exercise - Your holiday present,Traffic analysis exercise - Your holiday present,https://www.malware-traffic-analysis.net/2016/12/17/index.html,2016/12/17/index.html
2016-11-19,Traffic analysis exercise - A luminous future,Traffic analysis exercise - A luminous future,https://www.malware-traffic-analysis.net/2016/11/19/index.html,2016/11/19/index.html
2016-10-15,Traffic analysis exercise - Crybaby businessman,Traffic analysis exercise - Crybaby businessman,https://www.malware-traffic-analysis.net/2016/10/15/index.html,2016/10/15/index.html
2016-09-20,Traffic analysis exercise - Halloween Super Costume Store!,Traffic analysis exercise - Halloween Super Costume Store!,https://www.malware-traffic-analysis.net/2016/09/20/index.html,2016/09/20/index.html
2016-08-20,Traffic analysis exercise - Plain brown wrapper,Traffic analysis exercise - Plain brown wrapper,https://www.malware-traffic-analysis.net/2016/08/20/index.html,2016/08/20/index.html
2016-07-07,Traffic analysis exercise - Email roulette,Traffic analysis exercise - Email roulette,https://www.malware-traffic-analysis.net/2016/07/07/index.html,2016/07/07/index.html
2016-06-03,Traffic analysis exercise - Granny Hightower at Bob's Donut Shack,Traffic analysis exercise - Granny Hightower at Bob's Donut Shack,https://www.malware-traffic-analysis.net/2016/06/03/index.html,2016/06/03/index.html
2016-05-13,Traffic analysis exercise - No decent memes for security analysts,Traffic analysis exercise - No decent memes for security analysts,https://www.malware-traffic-analysis.net/2016/05/13/index.html,2016/05/13/index.html
2016-04-16,Traffic analysis exercise - Playing detective,Traffic analysis exercise - Playing detective,https://www.malware-traffic-analysis.net/2016/04/16/index.html,2016/04/16/index.html
2016-03-30,Traffic analysis exercise - March madness,Traffic analysis exercise - March madness,https://www.malware-traffic-analysis.net/2016/03/30/index.html,2016/03/30/index.html
2016-02-28,Traffic analysis exercise - Ideal versus reality,Traffic analysis exercise - Ideal versus reality,https://www.malware-traffic-analysis.net/2016/02/28/index.html,2016/02/28/index.html
2016-02-06,Traffic analysis exercise - Network alerts at Cupid's Arrow Online,Traffic analysis exercise - Network alerts at Cupid's Arrow Online,https://www.malware-traffic-analysis.net/2016/02/06/index.html,2016/02/06/index.html
2016-01-07,Traffic analysis exercise - Alerts on 3 different hosts,Traffic analysis exercise - Alerts on 3 different hosts,https://www.malware-traffic-analysis.net/2016/01/07/index.html,2016/01/07/index.html
2015-11-24,Traffic analysis exercise - Goofus and Gallant,Traffic analysis exercise - Goofus and Gallant,https://www.malware-traffic-analysis.net/2015/11/24/index.html,2015/11/24/index.html
2015-11-06,Traffic analysis exercise - Email Roulette,Traffic analysis exercise - Email Roulette,https://www.malware-traffic-analysis.net/2015/11/06/index.html,2015/11/06/index.html
2015-10-28,Traffic analysis exercise - Midge Figgins infected her computer,Traffic analysis exercise - Midge Figgins infected her computer,https://www.malware-traffic-analysis.net/2015/10/28/index.html,2015/10/28/index.html
2015-10-13,Traffic analysis exercise - Halloween-themed host names,Traffic analysis exercise - Halloween-themed host names,https://www.malware-traffic-analysis.net/2015/10/13/index.html,2015/10/13/index.html
2015-09-23,Traffic analysis exercise - Finding the root cause,Traffic analysis exercise - Finding the root cause,https://www.malware-traffic-analysis.net/2015/09/23/index.html,2015/09/23/index.html
2015-08-31,Traffic analysis exercise - What's the EK? - What's the payload?,Traffic analysis exercise - What's the EK? - What's the payload?,https://www.malware-traffic-analysis.net/2015/08/31/index.html,2015/08/31/index.html
2015-08-07,Traffic analysis exercise - Someone was fooled by a malicious email,Traffic analysis exercise - Someone was fooled by a malicious email,https://www.malware-traffic-analysis.net/2015/08/07/index.html,2015/08/07/index.html
2015-07-24,Traffic analysis exercise - Where'd the CryptoWall come from?,Traffic analysis exercise - Where'd the CryptoWall come from?,https://www.malware-traffic-analysis.net/2015/07/24/index.html,2015/07/24/index.html
2015-07-11,Traffic analysis exercise - An incident at Pyndrine Industries,Traffic analysis exercise - An incident at Pyndrine Industries,https://www.malware-traffic-analysis.net/2015/07/11/index.html,2015/07/11/index.html
2015-06-30,Traffic analysis exercise - Identifying the EK and infection chain,Traffic analysis exercise - Identifying the EK and infection chain,https://www.malware-traffic-analysis.net/2015/06/30/index.html,2015/06/30/index.html
2015-05-29,"Traffic analysis exercise - No answers, only hints for the incident report","Traffic analysis exercise - No answers, only hints for the incident report",https://www.malware-traffic-analysis.net/2015/05/29/index.html,2015/05/29/index.html
2015-05-08,Traffic analysis exercise - You have the pcap.&nbsp; Now tell us what's going on.,Traffic analysis exercise - You have the pcap.&nbsp; Now tell us what's going on.,https://www.malware-traffic-analysis.net/2015/05/08/index.html,2015/05/08/index.html
2015-03-31,Traffic analysis exercise - Identify the activity.,Traffic analysis exercise - Identify the activity.,https://www.malware-traffic-analysis.net/2015/03/31/index.html,2015/03/31/index.html
2015-03-24,Traffic analysis exercise - Answer questions about this EK activity.,Traffic analysis exercise - Answer questions about this EK activity.,https://www.malware-traffic-analysis.net/2015/03/24/index.html,2015/03/24/index.html
2015-03-09,Traffic analysis exercise - Answer questions about this EK activity.,Traffic analysis exercise - Answer questions about this EK activity.,https://www.malware-traffic-analysis.net/2015/03/09/index.html,2015/03/09/index.html
2015-03-03,Traffic analysis exercise - You see alerts for Angler EK.&nbsp; Now write a summary.,Traffic analysis exercise - You see alerts for Angler EK.&nbsp; Now write a summary.,https://www.malware-traffic-analysis.net/2015/03/03/index.html,2015/03/03/index.html
2015-02-24,Traffic analysis exercise - Helping out an inexperienced analyst.,Traffic analysis exercise - Helping out an inexperienced analyst.,https://www.malware-traffic-analysis.net/2015/02/24/index.html,2015/02/24/index.html
2015-02-15,Traffic analysis exercise - Documenting a Nuclear EK infection.,Traffic analysis exercise - Documenting a Nuclear EK infection.,https://www.malware-traffic-analysis.net/2015/02/15/index.html,2015/02/15/index.html
2015-02-08,Traffic analysis exercise - Mike's computer is &quot;acting weird.&quot;,Traffic analysis exercise - Mike's computer is &quot;acting weird.&quot;,https://www.malware-traffic-analysis.net/2015/02/08/index.html,2015/02/08/index.html
2015-01-18,Traffic analysis exercise - Answering questions about EK traffic.,Traffic analysis exercise - Answering questions about EK traffic.,https://www.malware-traffic-analysis.net/2015/01/18/index.html,2015/01/18/index.html
2015-01-09,Traffic analysis exercise - Windows user views a website and gets EK traffic.,Traffic analysis exercise - Windows user views a website and gets EK traffic.,https://www.malware-traffic-analysis.net/2015/01/09/index.html,2015/01/09/index.html
2014-12-15,"Traffic analysis exercise - 1 pcap, 3 Windows hosts, and 1 EK.","Traffic analysis exercise - 1 pcap, 3 Windows hosts, and 1 EK.",https://www.malware-traffic-analysis.net/2014/12/15/index.html,2014/12/15/index.html
2014-12-08,Traffic analysis exercise - Questions about EK traffic.,Traffic analysis exercise - Questions about EK traffic.,https://www.malware-traffic-analysis.net/2014/12/08/index.html,2014/12/08/index.html
2014-12-04,Traffic analysis exercise - Questions about EK traffic.,Traffic analysis exercise - Questions about EK traffic.,https://www.malware-traffic-analysis.net/2014/12/04/index.html,2014/12/04/index.html
2014-11-23,Traffic analysis exercise - Questions about EK traffic.,Traffic analysis exercise - Questions about EK traffic.,https://www.malware-traffic-analysis.net/2014/11/23/index.html,2014/11/23/index.html
2014-11-16,Traffic analysis exercise - Questions about EK traffic.,Traffic analysis exercise - Questions about EK traffic.,https://www.malware-traffic-analysis.net/2014/11/16/index.html,2014/11/16/index.html
